id,first_name,last_name,bats,throws,weight,height,debut,final_game,birth_year,birth_month,birth_day,birth_city,birth_state,birth_country
5125,Bill,Dunlap,R,R,170,71,1929-09-02,1930-09-12,1909,5,1,Palmer,MA,USA
5126,Fred,Dunlap,R,R,165,68,1880-05-01,1891-04-20,1859,5,21,Philadelphia,PA,USA
5127,Grant,Dunlap,R,R,180,74,1953-04-21,1953-07-28,1923,12,20,Stockton,CA,USA
5128,Jack,Dunleavy,L,L,167,66,1903-05-30,1905-10-08,1879,9,14,Harrison,NJ,USA
5129,George,Dunlop,R,R,170,70,1913-09-09,1914-06-10,1888,7,19,Meriden,CT,USA
5130,Adam,Dunn,L,R,285,78,2001-07-20,2014-09-28,1979,11,9,Houston,TX,USA
5131,Mike,Dunne,R,R,190,76,1987-06-05,1992-10-03,1962,10,27,"South Bend",IN,USA
5132,Andy,Dunning,R,R,175,72,1889-05-23,1891-07-28,1871,8,12,"New York",NY,USA
5135,Steve,Dunning,R,R,205,74,1970-06-14,1977-09-30,1949,5,15,Denver,CO,USA
5136,Jack,Dunn,R,R,,69,1897-05-06,1904-10-08,1872,10,6,Meadville,PA,USA
5137,Jim,Dunn,R,R,185,72,1952-08-26,1952-09-12,1931,2,25,Valdosta,GA,USA
5138,Joe,Dunn,R,R,160,69,1908-09-12,1909-10-06,1885,3,11,Springfield,OH,USA
5141,Ron,Dunn,R,R,180,71,1974-09-03,1975-09-21,1950,1,24,"Oklahoma City",OK,USA
5143,Steve,Dunn,L,,173,69,1884-09-27,1884-10-13,1858,12,21,London,ON,CAN
5144,Steve,Dunn,L,L,225,76,1994-05-03,1995-09-28,1970,4,18,Champaign,IL,USA
5145,Todd,Dunn,R,R,220,77,1996-09-08,1997-09-25,1970,7,29,Tulsa,OK,USA
5146,Shawon,Dunston,R,R,175,73,1985-04-09,2002-09-29,1963,3,21,Brooklyn,NY,USA
5147,Todd,Dunwoody,L,L,190,73,1997-05-10,2002-06-21,1975,4,11,Lafayette,IN,USA
5148,Frank,Dupee,,R,200,73,1901-08-24,1901-08-24,1877,4,29,Monkton,VT,USA
5150,Mike,Dupree,R,R,185,73,1976-04-13,1976-05-19,1953,5,29,"Kansas City",KS,USA
5151,Dan,Duran,L,L,190,71,1981-04-17,1981-06-10,1954,3,16,"Palo Alto",CA,USA
5157,Mike,Durant,R,R,200,74,1996-04-03,1996-09-29,1969,9,14,Columbus,OH,USA
5158,Roberto,Duran,L,L,167,72,1997-07-06,1998-05-28,1973,3,6,Moca,Espaillat,D.R.
5160,Erubiel,Durazo,L,L,240,75,1999-07-26,2005-05-24,1974,1,23,Hermosillo,Sonora,Mexico
5161,Chad,Durbin,R,R,225,74,1999-09-26,2013-05-30,1977,12,3,"Spring Valley",IL,USA
5163,Blaine,Durbin,L,L,155,68,1907-04-24,1909-06-30,1886,9,10,Lamar,MO,USA
5164,Ryne,Duren,R,R,190,74,1954-09-25,1965-08-18,1929,2,22,Cazenovia,WI,USA
5165,Bull,Durham,R,R,,70,1904-09-15,1909-05-19,1877,6,27,"New Oxford",PA,USA
5166,Don,Durham,R,R,170,72,1972-07-16,1973-09-29,1949,3,21,Yosemite,KY,USA
5167,Ed,Durham,L,R,170,71,1929-04-19,1933-09-30,1907,8,17,Chester,SC,USA
5168,James,Durham,R,R,175,72,1902-09-15,1902-09-28,1881,10,7,Douglass,KS,USA
5169,Joe,Durham,R,R,186,73,1954-09-10,1959-05-06,1931,7,31,"Newport News",VA,USA
5170,Leon,Durham,L,L,185,73,1980-05-27,1989-09-17,1957,7,31,Cincinnati,OH,USA
5171,Ray,Durham,B,R,170,68,1995-04-26,2008-09-28,1971,11,30,Charlotte,NC,USA
5172,Bobby,Durnbaugh,R,R,170,68,1957-09-22,1957-09-27,1933,1,15,Dayton,OH,USA
5173,George,Durning,R,R,175,71,1925-09-12,1925-09-26,1898,5,9,Philadelphia,PA,USA
5174,Rich,Durning,L,L,178,74,1917-04-16,1918-05-07,1892,10,10,Louisville,KY,USA
5176,Leo,Durocher,R,R,160,70,1925-10-02,1945-04-18,1905,7,27,"West Springfield",MA,USA
5178,Red,Durrett,L,L,170,70,1944-09-14,1945-05-02,1921,2,3,Sherman,TX,USA
5179,Trent,Durrington,R,R,185,70,1999-08-06,2005-09-28,1975,8,27,Sydney,"New South Wales",Australia
5180,Cedric,Durst,L,L,160,71,1922-05-30,1930-09-25,1896,8,23,Austin,TX,USA
5181,Jesse,Duryea,R,R,175,70,1889-04-20,1893-07-15,1859,9,7,Osage,IA,USA
5182,Erv,Dusak,R,R,185,74,1941-09-18,1952-06-15,1920,7,29,Chicago,IL,USA
5183,Carl,Duser,L,L,175,73,1956-09-15,1958-04-23,1932,7,22,Hazleton,PA,USA
5184,Bob,Dustal,R,R,172,72,1963-04-09,1963-05-02,1935,9,28,Sayreville,NJ,USA
5186,Mike,Duvall,R,L,185,72,1998-09-22,2001-10-04,1974,10,11,Warrenton,VA,USA
5187,Bill,Duzen,R,R,165,71,1890-09-21,1890-09-27,1870,2,21,Buffalo,NY,USA
5188,Al,Dwight,,,,,1884-06-19,1884-07-25,1856,1,4,"New York",NY,USA
5190,Joe,Dwyer,L,L,186,69,1937-04-20,1937-05-17,1903,3,27,Orange,NJ,USA
5191,Frank,Dwyer,R,R,145,68,1888-09-20,1899-07-24,1868,3,25,Lee,MA,USA
5192,Jim,Dwyer,L,L,165,70,1973-06-10,1990-06-21,1950,1,3,"Evergreen Park",IL,USA
5193,John,Dwyer,,,,,1882-05-16,1882-05-16,,,,Lisbon,IL,USA
5194,Jerry,Dybzinski,R,R,180,74,1980-04-11,1985-05-01,1955,7,7,Cleveland,OH,USA
5195,Jim,Dyck,R,R,200,74,1951-09-27,1956-07-22,1922,2,3,Omaha,NE,USA
5196,Jermaine,Dye,R,R,210,76,1996-05-17,2009-10-04,1974,1,28,Oakland,CA,USA
5197,Ben,Dyer,R,R,170,70,1914-05-23,1919-09-26,1893,2,13,Chicago,IL,USA
5198,Duffy,Dyer,R,R,187,72,1968-09-21,1981-04-15,1945,8,15,Dayton,OH,USA
5199,Eddie,Dyer,L,L,168,71,1922-07-08,1927-04-12,1899,10,11,"Morgan City",LA,USA
5200,Mike,Dyer,R,R,195,75,1989-06-29,1996-09-28,1966,9,8,Upland,CA,USA
5201,Jimmy,Dygert,R,R,158,70,1905-09-08,1910-10-06,1884,7,5,Utica,NY,USA
5202,Jimmy,Dykes,R,R,185,69,1918-05-06,1939-10-01,1896,11,10,Philadelphia,PA,USA
5203,Radhames,Dykhoff,L,L,205,72,1998-06-07,1998-06-07,1974,9,27,Paradera,,Aruba
5205,Lenny,Dykstra,L,L,160,70,1985-05-03,1996-05-18,1963,2,10,"Santa Ana",CA,USA
5206,John,Dyler,,,,,1882-07-22,1882-07-22,1852,6,5,Louisville,KY,USA
5209,Don,Eaddy,R,R,165,71,1959-04-24,1959-09-25,1934,2,16,"Grand Rapids",MI,USA
5211,Bill,Eagan,,,148,67,1891-04-08,1898-06-02,1869,6,1,Camden,NJ,USA
5212,Truck,Eagan,R,R,190,71,1901-05-01,1901-05-30,1877,8,10,"San Francisco",CA,USA
5213,Bill,Eagle,,,,,1898-08-20,1898-08-22,1877,7,25,Rockville,MD,USA
5214,Charlie,Eakle,,,146,69,1915-08-20,1915-08-21,1887,9,27,Baltimore,MD,USA
5215,Arnold,Earley,L,L,195,73,1960-09-27,1967-07-25,1933,6,4,"Lincoln Park",MI,USA
5216,Billy,Earle,R,R,170,70,1889-04-27,1894-09-06,1867,11,10,Philadelphia,PA,USA
5217,Bill,Earley,R,L,200,76,1986-09-22,1986-10-04,1956,1,30,Cincinnati,OH,USA
5218,Tom,Earley,R,R,180,72,1938-09-27,1945-06-27,1917,2,19,Boston,MA,USA
5219,Howard,Earl,,,180,74,1890-04-19,1891-09-27,1867,2,25,Palmyra,NY,USA
5220,Scott,Earl,R,R,165,71,1984-09-10,1984-09-30,1960,9,18,Seymour,IN,USA
5221,Jake,Early,L,R,168,71,1939-05-04,1949-09-30,1915,5,19,"Kings Mountain",NC,USA
5222,George,Earnshaw,R,R,210,76,1928-06-03,1936-09-26,1900,2,15,"New York",NY,USA
5223,Damion,Easley,R,R,155,71,1992-08-13,2008-09-28,1969,11,11,"New York",NY,USA
5225,Logan,Easley,R,R,185,73,1987-04-09,1989-05-28,1961,11,4,"Salt Lake City",UT,USA
5226,Mike,Easler,L,R,190,72,1973-09-05,1987-10-04,1950,11,29,Cleveland,OH,USA
5227,Mal,Eason,R,R,175,72,1900-10-01,1906-10-04,1879,3,13,Brookville,PA,USA
5228,Carl,East,L,R,178,74,1915-08-24,1924-05-03,1894,8,27,Marietta,GA,USA
5229,Henry,Easterday,R,R,145,66,1884-06-23,1890-09-21,1864,9,16,Philadelphia,PA,USA
5230,Jamie,Easterly,L,L,180,69,1974-04-06,1987-10-02,1953,2,17,Houston,TX,USA
5231,Luke,Easter,L,R,240,76,1949-08-11,1954-05-04,1915,8,4,Jonestown,MS,USA
5232,Paul,Easterling,R,R,180,71,1928-04-11,1938-05-11,1905,9,28,Reidsville,GA,USA
5233,Roy,Easterwood,R,R,196,72,1944-04-21,1944-06-25,1915,1,12,Waxahachie,TX,USA
5234,Ted,Easterly,L,R,165,68,1909-04-17,1915-10-03,1885,4,20,Lincoln,NE,USA
5235,Harry,East,,,,,1882-06-17,1882-06-17,1862,4,12,Decatur,IL,USA
5236,Hugh,East,R,R,185,74,1941-09-13,1943-10-03,1919,7,7,Birmingham,AL,USA
5237,Jack,Easton,,,,,1889-09-23,1894-07-07,1865,2,28,Bridgeport,OH,USA
5238,John,Easton,R,R,185,74,1955-06-19,1959-04-26,1933,3,4,Trenton,NJ,USA
5239,Rawly,Eastwick,R,R,180,75,1974-09-12,1981-10-01,1950,10,24,Camden,NJ,USA
5240,Adam,Eaton,R,R,190,74,2000-05-30,2009-08-24,1977,11,23,Seattle,WA,USA
5242,Craig,Eaton,R,R,175,71,1979-09-05,1979-09-28,1954,9,7,Cincinnati,OH,USA
5244,Zeb,Eaton,R,R,185,70,1944-04-19,1945-09-26,1920,2,2,Cooleemee,NC,USA
5245,Gary,Eave,R,R,200,76,1988-04-12,1990-05-15,1963,7,22,Monroe,LA,USA
5246,Vallie,Eaves,R,R,180,74,1935-09-12,1942-04-26,1911,9,6,Allen,OK,USA
5247,Eddie,Eayrs,L,L,160,67,1913-06-30,1921-10-01,1890,11,10,Blackstone,MA,USA
5250,Derrin,Ebert,R,L,200,75,1999-04-06,1999-10-02,1976,8,21,Anaheim,CA,USA
5251,Hi,Ebright,R,R,180,69,1889-04-24,1889-06-11,1859,6,12,"Lancaster County",PA,USA
5252,Harry,Eccles,L,L,170,74,1915-09-13,1915-09-27,1893,7,9,Kennedy,NY,USA
5253,Angel,Echevarria,R,R,215,76,1996-07-15,2002-09-29,1971,5,25,Bridgeport,CT,USA
5254,Johnny,Echols,R,R,175,70,1939-05-24,1939-05-29,1917,1,9,Atlanta,GA,USA
5256,Al,Eckert,L,L,174,70,1930-04-21,1935-07-25,1906,5,17,Milwaukee,WI,USA
5257,Charlie,Eckert,R,R,165,70,1919-09-18,1922-09-28,1897,8,8,Philadelphia,PA,USA
5258,Dennis,Eckersley,R,R,190,74,1975-04-12,1998-09-26,1954,10,3,Oakland,CA,USA
5259,Ox,Eckhardt,L,R,185,73,1932-04-16,1936-05-15,1901,12,23,Yorktown,TX,USA
5260,David,Eckstein,R,R,170,66,2001-04-03,2010-10-03,1975,1,20,Sanford,FL,USA
5261,Chris,Eddy,L,L,200,75,1995-04-26,1995-05-12,1969,11,27,Dallas,TX,USA
5262,Don,Eddy,R,L,170,71,1970-09-07,1971-09-30,1946,10,25,"Mason City",IA,USA
5263,Steve,Eddy,R,R,185,74,1979-06-13,1979-08-05,1957,8,21,Stirling,IL,USA
5264,Ed,Edelen,R,R,191,72,1932-08-20,1932-08-21,1912,3,16,Bryantown,MD,USA
5265,Joe,Edelen,R,R,165,72,1981-04-18,1982-05-15,1955,9,16,Durant,OK,USA
5266,John,Edelman,R,R,185,75,1955-06-02,1955-09-21,1935,7,27,Philadelphia,PA,USA
5267,Charlie,Eden,L,L,173,68,1877-08-17,1885-10-01,1855,1,18,Lexington,KY,USA
5268,Ken,Edenfield,R,R,165,73,1995-05-11,1996-04-06,1967,3,18,Jesup,GA,USA
5269,Mike,Eden,B,R,170,70,1976-08-02,1978-09-11,1949,5,22,"Fort Clayton","Canal Zone",Panama
5270,Tom,Edens,R,R,185,75,1987-06-02,1995-05-10,1961,6,9,Ontario,OR,USA
5271,Butch,Edge,R,R,203,75,1979-08-13,1979-09-28,1956,7,18,Houston,TX,USA
5272,Bill,Edgerton,L,L,185,74,1966-09-03,1969-04-25,1941,8,16,"South Bend",IN,USA
5274,Frank,Edington,L,L,180,67,1912-06-20,1912-07-13,1891,7,4,Koleen,IN,USA
5276,Dave,Edler,R,R,185,72,1980-09-04,1983-06-09,1956,8,5,"Sioux City",IA,USA
5278,Bob,Edmondson,R,R,185,71,1906-09-15,1908-10-08,1879,4,30,Paris,KY,USA
5279,Brian,Edmondson,R,R,165,74,1998-04-02,1999-09-29,1973,1,29,Fontana,CA,USA
5280,Eddie,Edmonson,L,R,175,72,1913-10-04,1913-10-05,1889,11,20,Hopewell,PA,USA
5281,George,Edmondson,R,R,179,73,1922-08-15,1924-06-06,1896,5,18,Waxahachie,TX,USA
5282,Jim,Edmonds,L,L,190,73,1993-09-09,2010-09-21,1970,6,27,Fullerton,CA,USA
5283,Paul,Edmondson,R,R,195,77,1969-06-20,1969-09-25,1943,2,12,"Kansas City",KS,USA
5284,Sam,Edmonston,L,L,185,71,1907-06-24,1907-06-24,1883,8,30,Washington,DC,USA
5285,,Edwards,,,,,1875-09-11,1875-09-11,,,,,,
5286,Bruce,Edwards,R,R,180,68,1946-06-23,1956-09-13,1923,7,15,Quincy,IL,USA
5288,Dave,Edwards,R,R,170,72,1978-09-11,1982-10-02,1954,2,24,"Los Angeles",CA,USA
5289,Doc,Edwards,R,R,215,74,1962-04-21,1970-08-29,1936,12,10,"Red Jacket",WV,USA
5290,Foster,Edwards,R,R,175,75,1925-07-02,1930-05-21,1903,9,1,Holstein,IA,USA
5291,Hank,Edwards,L,L,190,72,1941-09-10,1953-09-26,1919,1,29,"Elmwood Place",OH,USA
5292,James,Edwards,R,L,185,74,1922-05-14,1928-07-19,1894,12,14,Banner,MS,USA
5293,Johnny,Edwards,L,R,220,76,1961-06-27,1974-10-02,1938,6,10,Columbus,OH,USA
5295,Marshall,Edwards,L,L,157,69,1981-04-11,1983-09-11,1952,8,27,"Fort Lewis",WA,USA
5296,Mike,Edwards,R,R,154,70,1977-09-10,1980-09-28,1952,8,27,"Fort Lewis",WA,USA
5298,Ralph,Edwards,R,R,165,69,1915-09-17,1915-09-17,1882,12,14,Brewster,NY,USA
5299,Sherman,Edwards,R,R,165,72,1934-09-21,1934-09-21,1909,7,25,"Mount Ida",AR,USA
5300,Wayne,Edwards,L,L,185,77,1989-09-11,1991-05-25,1964,3,7,Burbank,CA,USA
5302,Harry,Eells,R,R,195,73,1906-04-22,1906-08-14,1880,2,14,"Woodbury County",IA,USA
5303,Robert,Eenhoorn,R,R,170,75,1994-04-27,1997-09-28,1968,2,9,Rotterdam,"South Holland",Netherlands
5306,Ben,Egan,R,R,195,72,1908-09-29,1915-09-23,1883,11,20,Augusta,NY,USA
5307,Dick,Egan,R,R,162,71,1908-09-15,1916-10-05,1884,6,23,Portland,OR,USA
5308,Dick,Egan,L,L,193,76,1963-04-09,1967-09-04,1937,3,24,Berkeley,CA,USA
5309,Jim,Egan,,L,,,1882-05-15,1882-09-29,1858,,,Derby,CT,USA
5310,Jack,Egan,,R,176,72,1894-04-30,1894-04-30,1871,7,9,Philadelphia,PA,USA
5311,Tom,Egan,R,R,218,76,1965-05-27,1975-06-15,1946,6,9,"Los Angeles",CA,USA
5312,Wish,Egan,R,R,185,75,1902-09-03,1906-07-23,1881,6,16,Evart,MI,USA
5315,Mose,Eggert,R,R,160,69,1927-04-27,1927-10-01,1902,1,29,Rochester,NY,USA
5316,Dave,Eggler,R,R,165,69,1871-05-18,1885-06-09,1849,4,30,Brooklyn,NY,USA
5317,Bruce,Egloff,R,R,215,74,1991-04-13,1991-05-13,1965,4,10,Denver,CO,USA
5318,Howard,Ehmke,R,R,190,75,1915-04-12,1930-05-22,1894,4,24,"Silver Creek",NY,USA
5319,Red,Ehret,R,R,175,72,1888-07-07,1898-06-25,1868,8,31,Louisville,KY,USA
5320,Rube,Ehrhardt,R,R,190,74,1924-07-18,1929-10-05,1894,11,20,Beecher,IL,USA
5321,Hack,Eibel,L,L,220,71,1912-06-13,1920-07-17,1893,12,6,Brooklyn,NY,USA
5323,Juan,Eichelberger,R,R,195,74,1978-09-07,1988-06-20,1953,10,21,"St. Louis",MO,USA
5324,Mark,Eichhorn,R,R,200,76,1982-08-30,1996-09-14,1960,11,21,"San Jose",CA,USA
5325,Ike,Eichrodt,R,R,167,71,1925-09-07,1931-06-23,1903,1,6,Chicago,IL,USA
5327,Dave,Eiland,R,R,210,75,1988-08-03,2000-09-10,1966,7,5,"Dade City",FL,USA
5328,Dave,Eilers,R,R,188,71,1964-07-27,1967-09-26,1936,12,3,Oldenburg,TX,USA
5329,Darrell,Einertson,R,R,190,74,2000-04-15,2000-07-27,1972,9,4,Rhinelander,WI,USA
5330,Joey,Eischen,L,L,190,73,1994-06-19,2006-05-29,1970,5,25,"West Covina",CA,USA
5331,Harry,Eisenstat,L,L,185,71,1935-05-19,1942-09-25,1915,10,10,Brooklyn,NY,USA
5332,Jake,Eisenhart,L,L,195,75,1944-06-10,1944-06-10,1922,10,3,Perkasie,PA,USA
5333,Jim,Eisenreich,L,L,180,71,1982-04-06,1998-09-26,1959,4,18,"St. Cloud",MN,USA
5334,Ed,Eiteljorge,R,R,190,74,1890-05-02,1891-08-27,1871,10,14,Berlin,Berlin,Germany
5336,Frederick,Ehlen,,,,,1873-04-14,1873-04-14,1851,9,12,Baltimore,MD,USA
5337,Scott,Elarton,R,R,240,79,1998-06-20,2008-06-28,1976,2,23,Lamar,CO,USA
5338,Kid,Elberfeld,R,R,158,67,1898-05-30,1914-09-24,1875,4,13,Pomeroy,OH,USA
5342,George,Elder,L,R,180,71,1949-07-22,1949-09-25,1921,3,10,Lebanon,KY,USA
5343,Henry,Elder,L,L,200,74,1913-07-07,1913-07-07,1890,8,23,Seattle,WA,USA
5345,Cal,Eldred,R,R,215,76,1991-09-24,2005-10-01,1967,11,24,"Cedar Rapids",IA,USA
5346,Lee,Elia,R,R,175,71,1966-04-23,1968-09-13,1937,7,16,Philadelphia,PA,USA
5348,Pete,Elko,R,R,185,71,1943-09-17,1944-10-01,1918,6,17,Wilkes-Barre,PA,USA
5349,Roy,Ellam,R,R,203,70,1909-09-18,1918-08-29,1886,2,8,Conshohocken,PA,USA
5351,Frank,Ellerbe,R,R,165,70,1919-08-28,1924-09-27,1895,12,25,"Marion County",SC,USA
5352,Hod,Eller,R,R,185,71,1917-04-16,1921-09-15,1894,7,5,Muncie,IN,USA
5353,Joe,Ellick,,,162,70,1875-05-13,1884-10-11,1854,4,3,Cincinnati,OH,USA
5354,Bruce,Ellingsen,L,L,180,72,1974-07-04,1974-09-28,1949,4,26,Pocatello,ID,USA
5356,Allen,Elliott,L,R,170,72,1923-06-14,1924-09-29,1897,12,25,"St. Louis",MO,USA
5357,Bob,Elliott,R,R,185,72,1939-09-02,1953-09-16,1916,11,26,"San Francisco",CA,USA
5358,Carter,Elliott,L,R,165,71,1921-09-10,1921-09-28,1893,11,29,Atchison,KS,USA
5359,Claude,Elliott,R,R,190,72,1904-04-16,1905-10-07,1876,11,17,Pardeeville,WI,USA
5360,Donnie,Elliott,R,R,190,76,1994-04-23,1995-09-19,1968,9,20,Pasadena,TX,USA
5361,Gene,Elliott,L,R,150,67,1911-04-13,1911-05-13,1889,2,8,"Fayette City",PA,USA
5362,Glenn,Elliott,B,L,170,70,1947-04-17,1949-09-29,1919,11,11,Sapulpa,OK,USA
5363,Hal,Elliott,R,R,170,73,1929-04-19,1932-08-09,1899,5,29,"Mount Clemens",MI,USA
5364,Harry,Elliott,R,R,175,69,1953-08-01,1955-09-25,1923,12,30,"San Francisco",CA,USA
5365,Jumbo,Elliott,R,L,235,75,1923-04-21,1934-06-09,1900,10,22,"St. Louis",MO,USA
5366,Larry,Elliot,L,L,200,74,1962-04-19,1966-10-02,1938,3,5,"San Diego",CA,USA
5367,Randy,Elliott,R,R,190,74,1972-09-10,1980-06-28,1951,6,5,Oxnard,CA,USA
5368,Rowdy,Elliott,R,R,160,69,1910-09-24,1920-10-02,1890,7,8,Kokomo,IN,USA
5370,Babe,Ellison,R,R,170,71,1916-09-18,1920-09-23,1896,11,15,Ola,AR,USA
5371,Ben,Ellis,,,166,70,1896-07-16,1896-08-22,1870,7,,Lockport,NY,USA
5373,Dock,Ellis,B,R,205,75,1968-06-18,1979-09-29,1945,3,11,"Los Angeles",CA,USA
5375,George,Ellison,R,R,185,75,1920-08-21,1920-08-21,1897,1,24,"San Francisco",CA,USA
5377,Jim,Ellis,R,L,185,74,1967-08-11,1969-07-12,1945,3,25,Tulare,CA,USA
5378,John,Ellis,R,R,225,74,1969-05-17,1981-10-03,1948,8,21,"New London",CT,USA
5380,Rob,Ellis,R,R,180,71,1971-06-18,1975-05-15,1950,7,3,"Grand Rapids",MI,USA
5381,Robert,Ellis,R,R,220,77,1996-09-12,2003-08-16,1970,12,15,"Baton Rouge",LA,USA
5382,Rube,Ellis,L,L,170,72,1909-04-15,1912-10-06,1885,11,17,Downey,CA,USA
5383,Sammy,Ellis,L,R,175,73,1962-04-14,1969-06-08,1941,2,11,Youngstown,OH,USA
5385,Dick,Ellsworth,L,L,180,75,1958-06-22,1971-06-23,1940,3,22,Lusk,WY,USA
5386,Steve,Ellsworth,R,R,220,80,1988-04-07,1988-07-08,1960,7,30,Chicago,IL,USA
5388,Verdo,Elmore,L,R,185,71,1924-09-11,1924-09-24,1899,12,10,Gordo,AL,USA
5389,Roy,Elsh,R,R,165,69,1923-04-19,1925-10-04,1891,3,1,"Penns Grove",NJ,USA
5390,Kevin,Elster,R,R,180,74,1986-09-02,2000-10-01,1964,8,3,"San Pedro",CA,USA
5391,Don,Elston,R,R,165,72,1953-09-17,1964-10-02,1929,4,6,Campbellstown,OH,USA
5392,Narciso,Elvira,L,L,160,70,1990-09-09,1990-09-28,1967,10,29,Tlalixcoyan,Veracruz,Mexico
5393,Bones,Ely,R,R,155,73,1884-06-19,1902-09-24,1863,6,7,"North Girard",PA,USA
5394,Harry,Ely,,,,,1892-09-24,1892-09-24,1868,8,13,Reading,PA,USA
5398,Alan,Embree,L,L,185,74,1992-09-15,2009-07-10,1970,1,23,"The Dalles",OR,USA
5399,Red,Embree,R,R,165,72,1941-09-10,1949-10-02,1917,8,30,"El Monte",CA,USA
5400,Slim,Embry,R,R,184,74,1923-10-01,1923-10-01,1901,8,17,Columbia,TN,USA
5401,Chester,Emerson,L,R,165,68,1911-09-27,1912-04-16,1889,10,27,Stow,ME,USA
5402,Cal,Emery,L,L,205,74,1963-07-15,1963-09-20,1937,6,28,"Centre Hall",PA,USA
5403,Spoke,Emery,R,R,165,69,1924-07-18,1924-07-26,1896,12,10,"Bay City",MI,USA
5404,Charlie,Emig,R,L,,74,1896-09-04,1896-09-04,1875,4,5,Cincinnati,OH,USA
5405,Bob,Emmerich,R,R,155,63,1923-09-22,1923-10-06,1891,8,1,"New York",NY,USA
5406,Frank,Emmer,R,R,150,68,1916-04-25,1926-07-28,1896,2,17,Crestline,OH,USA
5407,William,Emmerich,R,R,170,73,1945-05-14,1946-04-26,1919,9,29,Allentown,PA,USA
5408,Bob,Emslie,R,R,180,71,1883-07-25,1885-07-16,1859,1,27,Guelph,ON,CAN
5409,Angelo,Encarnacion,R,R,180,68,1995-05-02,1997-09-27,1969,4,18,"Santo Domingo","Distrito Nacional",D.R.
5412,Juan,Encarnacion,R,R,160,74,1997-09-02,2007-08-30,1976,3,8,"Las Matas de Farfan","San Juan",D.R.
5413,Luis,Encarnacion,R,R,178,70,1990-07-27,1990-08-11,1963,10,20,"Santo Domingo","Distrito Nacional",D.R.
5414,Mario,Encarnacion,R,R,210,74,2001-08-26,2002-04-14,1975,9,24,Bani,Peravia,D.R.
5415,Trevor,Enders,R,L,205,73,2000-09-02,2000-09-29,1974,12,22,Milwaukee,WI,USA
5416,Bill,Endicott,L,L,175,71,1946-04-21,1946-09-18,1918,9,4,Acorn,MO,USA
5418,Joe,Engel,R,L,183,73,1912-05-30,1920-08-06,1893,3,12,Washington,DC,USA
5419,Steve,Engel,R,L,216,75,1985-07-30,1985-10-03,1961,12,31,Cincinnati,OH,USA
5420,Charlie,Engle,R,R,145,68,1925-09-14,1930-09-27,1903,8,27,"New York",NY,USA
5421,Clyde,Engle,R,R,190,70,1909-04-12,1916-06-09,1884,3,19,Dayton,OH,USA
5422,Dave,Engle,R,R,210,75,1981-04-14,1989-07-28,1956,11,30,"San Diego",CA,USA
5424,Rick,Engle,R,L,181,71,1981-09-02,1981-09-02,1957,4,7,Corbin,KY,USA
5425,Charlie,English,R,R,160,69,1932-07-23,1937-10-03,1910,4,8,Darlington,SC,USA
5426,Gil,English,R,R,180,71,1931-09-20,1944-06-11,1909,7,2,Glenola,NC,USA
5428,Woody,English,R,R,155,70,1927-04-26,1938-07-01,1906,3,2,Fredonia,OH,USA
5429,Del,Ennis,R,R,195,72,1946-04-28,1959-06-14,1925,6,8,Philadelphia,PA,USA
5431,Russ,Ennis,R,R,160,71,1926-09-19,1926-09-19,1897,3,10,Superior,WI,USA
5434,George,Enright,R,R,175,71,1976-08-08,1976-09-07,1954,5,9,"New Britain",CT,USA
5435,Jack,Enright,R,R,177,71,1917-09-26,1917-09-26,1895,11,29,"Fort Worth",TX,USA
5436,Morgan,Ensberg,R,R,210,74,2000-09-20,2008-05-25,1975,8,26,"Redondo Beach",CA,USA
5437,Jewel,Ens,R,R,165,70,1922-04-28,1925-06-15,1889,8,24,"St. Louis",MO,USA
5438,Mutz,Ens,L,L,180,73,1912-09-02,1912-09-07,1887,2,2,"St. Louis",MO,USA
5439,Charlie,Enwright,L,R,,70,1909-04-19,1909-04-22,1887,10,6,Sacramento,CA,USA
5440,Terry,Enyart,R,L,190,74,1974-06-17,1974-07-05,1950,10,10,Ironton,OH,USA
5441,Jack,Enzenroth,R,R,164,70,1914-05-01,1915-09-22,1885,11,4,"Mineral Point",WI,USA
5442,Johnny,Enzmann,R,R,165,70,1914-07-10,1920-10-02,1890,3,4,Brooklyn,NY,USA
5444,Jim,Eppard,L,L,180,74,1987-09-08,1990-10-01,1960,4,27,"South Bend",IN,USA
5445,Al,Epperly,L,R,194,74,1938-04-25,1950-07-07,1918,5,7,Glidden,IA,USA
5447,Aubrey,Epps,R,R,170,70,1935-09-29,1935-09-29,1912,3,3,Memphis,TN,USA
5448,Hal,Epps,L,L,175,72,1938-09-09,1944-09-20,1914,3,26,Athens,GA,USA
5449,Mike,Epstein,L,L,230,75,1966-09-16,1974-04-28,1943,4,4,Bronx,NY,USA
5450,Greg,Erardi,R,R,190,73,1977-09-06,1977-09-24,1954,5,31,Syracuse,NY,USA
5451,Eddie,Erautt,R,R,185,71,1947-04-16,1953-09-22,1924,9,26,Portland,OR,USA
5452,Joe,Erautt,R,R,175,69,1950-05-09,1951-07-22,1921,9,1,Vibank,SK,CAN
5454,Todd,Erdos,R,R,205,73,1997-06-08,2001-10-05,1973,11,21,Washington,PA,USA
5455,Don,Erickson,R,R,175,72,1958-09-01,1958-09-19,1931,12,13,Springfield,IL,USA
5456,Eric,Erickson,R,R,190,74,1914-10-06,1922-09-29,1892,3,13,Vargarda,,Sweden
